New Orleans Pelicans,Al-Farouq Aminu,179px,-1,54px,null,16px,0,44px,-5,206px,null,121px,-6,377px,null
New Orleans Pelicans,Anthony Davis,229px,-3,64px,null,86px,-7,120px,null,46px,-2,203px,null,190px,-4,58px,null
New Orleans Pelicans,Eric Gordon,229px,-3,117px,null,152px,-3,0px,null,172px,-8,122px,null,105px,-1,99px,null
New Orleans Pelicans,Jrue Holiday,193px,-1,125px,null,104px,-5,76px,null,46px,-2,133px,null,70px,-2,150px,+2,98px,null
New Orleans Pelicans,Jason Smith,165px,+3,181px,null,89px,-5,63px,null,192px,-10,57px,null,131px,+1,118px,null
New Orleans Pelicans,Greg Stiemsma,165px,null,84px,-6,97px,-10,33px,null,62px,-3,557px,null
New Orleans Pelicans,Tyreke Evans,179px,null,70px,-2,249px,-13,127px,null,122px,-2,190px,-4,60px,null
New Orleans Pelicans,Brian Roberts,194px,null,56px,-2,69px,-10,621px,null,59px,+7
New Orleans Pelicans,Anthony Morrow,233px,null,16px,0,96px,-10,147px,null,5px,+1,172px,null,77px,0,39px,+3,118px,null,91px,+1
New Orleans Pelicans,Austin Rivers,428px,null,70px,+2,51px,null,128px,-4,228px,null,93px,+1
New Orleans Pelicans,Louis Amundson,440px,null,54px,+1,198px,null,57px,+2,190px,null,59px,+7
New Orleans Pelicans,Jeff Withey,448px,null,51px,+2,51px,null,199px,-6,131px,null,118px,+2
Los Angeles Lakers,Steve Blake,165px,-3,181px,null,152px,+3,0px,null,192px,+10,167px,null,56px,+7,83px,null
Los Angeles Lakers,Pau Gasol,165px,-3,154px,null,180px,+3,0px,null,193px,+10,306px,null
Los Angeles Lakers,Jordan Hill,122px,-1,196px,null,179px,+3,0px,null,131px,+4,176px,null,108px,+6,84px,null
Los Angeles Lakers,Wesley Johnson,123px,-1,256px,null,119px,+1,0px,null,132px,+4,308px,null,59px,-7
Los Angeles Lakers,Jodie Meeks,165px,-3,213px,null,119px,+1,0px,null,192px,+10,167px,null,56px,+7,84px,null
Los Angeles Lakers,Chris Kaman,123px,null,127px,+4,69px,+10,312px,null,118px,+4,131px,-1,117px,null
Los Angeles Lakers,Nick Young,123px,null,127px,+4,129px,+12,251px,null,118px,+4,111px,-6,138px,null
Los Angeles Lakers,Jordan Farmar,165px,null,84px,+6,96px,+10,345px,null,57px,-2,111px,-6,60px,null,78px,-4
Los Angeles Lakers,Xavier Henry,165px,null,84px,+6,129px,+12,312px,null,57px,-2,190px,+4,60px,null
Los Angeles Lakers,Shawne Williams,165px,null,84px,+6,69px,+10,372px,null,57px,-2,59px,-5,191px,null
Los Angeles Lakers,Robert Sacre,883px,null,119px,-2
Los Angeles Lakers,Elias Harris,923px,null,79px,-4
Los Angeles Lakers,Ryan Kelly,923px,null,79px,-4
