New York Knicks,Carmelo Anthony,249px,+8,51px,null,199px,-6,249px,-20,0px,null,97px,+2,152px,null
New York Knicks,Tyson Chandler,225px,+8,128px,null,146px,0,128px,-17,121px,null,89px,+2,160px,null
New York Knicks,Raymond Felton,191px,+2,157px,null,151px,0,78px,-10,422px,null
New York Knicks,J.R. Smith,191px,+2,157px,null,151px,0,220px,-17,95px,null,41px,+2,142px,null
New York Knicks,Amar'e Stoudemire,191px,+2,58px,null,179px,-19,70px,null,78px,-10,50px,null,120px,-3,250px,null
New York Knicks,Tim Hardaway,190px,null,58px,+6,0px,null,103px,-16,273px,null,120px,-3,0px,null,65px,+2,32px,null,153px,-5
New York Knicks,Pablo Prigioni,190px,null,58px,+6,0px,null,98px,-16,229px,null,170px,-10,0px,null,119px,+4,131px,null
New York Knicks,Iman Shumpert,190px,null,58px,+6,0px,null,98px,-16,81px,null,69px,+3,78px,null,50px,-7,91px,null,29px,-3,0px,null,88px,+2,159px,null
New York Knicks,Cole Aldrich,225px,null,24px,0,0px,null,51px,-10,546px,null,152px,-5
New York Knicks,Jeremy Tyler,849px,null,153px,-5
New York Knicks,Shannon Brown,858px,null,144px,-7
New York Knicks,Toure' Murry,871px,null,131px,-7
Los Angeles Lakers,Jordan Hill,191px,-2,212px,null,4px,-2,92px,null,97px,+11,402px,null
Los Angeles Lakers,Wesley Johnson,132px,-5,368px,null,185px,+14,315px,null
Los Angeles Lakers,Chris Kaman,191px,-2,213px,null,96px,-5,185px,+14,314px,null
Los Angeles Lakers,Kendall Marshall,191px,-2,287px,null,21px,+1,185px,+14,225px,null,89px,+1
Los Angeles Lakers,Jodie Meeks,132px,-5,216px,null,151px,0,185px,+14,171px,null,53px,+6,89px,null
Los Angeles Lakers,Kent Bazemore,132px,null,117px,-3,0px,null,249px,+16,192px,null,56px,+6,0px,null,250px,+3
Los Angeles Lakers,Nick Young,132px,null,117px,-3,0px,null,98px,+16,343px,null,56px,+6,0px,null,106px,-4,143px,null
Los Angeles Lakers,Xavier Henry,190px,null,58px,-6,0px,null,228px,+15,213px,null,56px,+6,0px,null,133px,+1,117px,null
Los Angeles Lakers,Ryan Kelly,190px,null,58px,-6,0px,null,153px,+21,9px,null,86px,-3,100px,null,148px,+9,0px,null,250px,+3
Los Angeles Lakers,Robert Sacre,191px,null,58px,-6,0px,null,154px,+21,288px,null,56px,+6,0px,null,249px,+3
Los Angeles Lakers,MarShon Brooks,892px,null,110px,+2
